- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:     125   6430
TSP  Iteration:     214   6218
TSP  Iteration:     396   6117
---- Iteration:     500   6117
---- Iteration:    1000   6117
---- Iteration:    1500   6117
---- Iteration:    2000   6117
---- Iteration:    2500   6117
---- Iteration:    3000   6117
---- Iteration:    3500   6117
---- Iteration:    4000   6117
---- Iteration:    4500   6117
---- Iteration:       0   6117
TSP  Iteration:      34   6043
TSP  Iteration:      79   6035
---- Iteration:     500   6035
---- Iteration:    1000   6035
---- Iteration:    1500   6035
---- Iteration:    2000   6035
---- Iteration:    2500   6035
---- Iteration:    3000   6035
---- Iteration:    3500   6035
---- Iteration:    4000   6035
---- Iteration:    4500   6035
Feasible solution found

