- Starting heuristic -
TSP  Iteration:       0   5249
---- Iteration:       0   5249
TSP  Iteration:       2   4790
TSP  Iteration:       6   4560
TSP  Iteration:      65   4368
TSP  Iteration:      87   4332
TSP  Iteration:     125   4216
TSP  Iteration:     135   4189
TSP  Iteration:     214   4138
TSP  Iteration:     396   4030
---- Iteration:     500   4030
---- Iteration:    1000   4030
---- Iteration:    1500   4030
---- Iteration:    2000   4030
---- Iteration:    2500   4030
---- Iteration:    3000   4030
---- Iteration:    3500   4030
---- Iteration:    4000   4030
---- Iteration:    4500   4030
---- Iteration:       0   4030
TSP  Iteration:      34   4026
TSP  Iteration:      79   3990
TSP  Iteration:     230   3957
---- Iteration:     500   3957
---- Iteration:    1000   3957
---- Iteration:    1500   3957
---- Iteration:    2000   3957
---- Iteration:    2500   3957
---- Iteration:    3000   3957
---- Iteration:    3500   3957
---- Iteration:    4000   3957
---- Iteration:    4500   3957
Feasible solution found

