- Starting heuristic -
TSP  Iteration:       0   4448
---- Iteration:       0   4448
TSP  Iteration:       6   4069
TSP  Iteration:      65   3933
TSP  Iteration:     125   3903
TSP  Iteration:     135   3838
TSP  Iteration:     214   3784
TSP  Iteration:     396   3719
---- Iteration:     500   3719
TSP  Iteration:     745   3715
---- Iteration:    1000   3715
---- Iteration:    1500   3715
---- Iteration:    2000   3715
---- Iteration:    2500   3715
---- Iteration:    3000   3715
---- Iteration:    3500   3715
---- Iteration:    4000   3715
---- Iteration:    4500   3715
---- Iteration:       0   3715
TSP  Iteration:      27   3656
TSP  Iteration:      34   3598
TSP  Iteration:     230   3569
---- Iteration:     500   3569
---- Iteration:    1000   3569
---- Iteration:    1500   3569
---- Iteration:    2000   3569
---- Iteration:    2500   3569
---- Iteration:    3000   3569
---- Iteration:    3500   3569
---- Iteration:    4000   3569
---- Iteration:    4500   3569
Feasible solution found

