- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:       6   6788
TSP  Iteration:      65   6539
TSP  Iteration:      87   6531
TSP  Iteration:     125   6430
TSP  Iteration:     135   6289
TSP  Iteration:     214   6218
TSP  Iteration:     396   6117
---- Iteration:     500   6117
---- Iteration:    1000   6117
---- Iteration:    1500   6117
---- Iteration:    2000   6117
---- Iteration:    2500   6117
---- Iteration:    3000   6117
---- Iteration:    3500   6117
---- Iteration:    4000   6117
---- Iteration:    4500   6117
---- Iteration:       0   6117
TSP  Iteration:      34   6043
TSP  Iteration:      79   6035
TSP  Iteration:     230   5991
---- Iteration:     500   5991
---- Iteration:    1000   5991
---- Iteration:    1500   5991
---- Iteration:    2000   5991
---- Iteration:    2500   5991
---- Iteration:    3000   5991
---- Iteration:    3500   5991
---- Iteration:    4000   5991
---- Iteration:    4500   5991
Feasible solution found

