- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:      65   3499
TSP  Iteration:     125   3481
TSP  Iteration:     135   3347
TSP  Iteration:     214   3310
TSP  Iteration:     396   3281
---- Iteration:     500   3281
---- Iteration:    1000   3281
---- Iteration:    1500   3281
---- Iteration:    2000   3281
---- Iteration:    2500   3281
---- Iteration:    3000   3281
---- Iteration:    3500   3281
---- Iteration:    4000   3281
---- Iteration:    4500   3281
---- Iteration:       0   3281
---- Iteration:     500   3281
---- Iteration:    1000   3281
---- Iteration:    1500   3281
---- Iteration:    2000   3281
---- Iteration:    2500   3281
---- Iteration:    3000   3281
---- Iteration:    3500   3281
---- Iteration:    4000   3281
---- Iteration:    4500   3281
Feasible solution found

