- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:      65   3933
TSP  Iteration:     125   3903
TSP  Iteration:     135   3838
TSP  Iteration:     214   3784
TSP  Iteration:     396   3719
---- Iteration:     500   3719
TSP  Iteration:     745   3715
---- Iteration:    1000   3715
---- Iteration:    1500   3715
---- Iteration:    2000   3715
---- Iteration:    2500   3715
---- Iteration:    3000   3715
---- Iteration:    3500   3715
---- Iteration:    4000   3715
---- Iteration:    4500   3715
---- Iteration:       0   3715
TSP  Iteration:      27   3656
TSP  Iteration:      34   3598
---- Iteration:     500   3598
---- Iteration:    1000   3598
---- Iteration:    1500   3598
---- Iteration:    2000   3598
---- Iteration:    2500   3598
---- Iteration:    3000   3598
---- Iteration:    3500   3598
---- Iteration:    4000   3598
---- Iteration:    4500   3598
Feasible solution found

