- Starting heuristic -
TSP  Iteration:       0   8786
---- Iteration:       0   8786
TSP  Iteration:       2   8012
TSP  Iteration:       6   7613
TSP  Iteration:      65   7290
TSP  Iteration:      87   7230
TSP  Iteration:     125   7078
TSP  Iteration:     135   7036
TSP  Iteration:     214   6951
TSP  Iteration:     396   6771
---- Iteration:     500   6771
---- Iteration:    1000   6771
---- Iteration:    1500   6771
---- Iteration:    2000   6771
---- Iteration:    2500   6771
---- Iteration:    3000   6771
---- Iteration:    3500   6771
---- Iteration:    4000   6771
---- Iteration:    4500   6771
---- Iteration:       0   6771
TSP  Iteration:      34   6723
TSP  Iteration:      79   6663
TSP  Iteration:     230   6608
---- Iteration:     500   6608
---- Iteration:    1000   6608
---- Iteration:    1500   6608
---- Iteration:    2000   6608
---- Iteration:    2500   6608
---- Iteration:    3000   6608
---- Iteration:    3500   6608
---- Iteration:    4000   6608
---- Iteration:    4500   6608
Feasible solution found

