- Starting heuristic -
---- Iteration:       0 INFEAS
TSP  Iteration:       2   6609
TSP  Iteration:      11   6342
TSP  Iteration:      37   6314
TSP  Iteration:      67   5942
TSP  Iteration:     378   5914
---- Iteration:     500   5914
---- Iteration:    1000   5914
---- Iteration:    1500   5914
---- Iteration:    2000   5914
---- Iteration:    2500   5914
---- Iteration:    3000   5914
---- Iteration:    3500   5914
---- Iteration:    4000   5914
---- Iteration:    4500   5914
---- Iteration:       0   5914
---- Iteration:     500   5914
---- Iteration:    1000   5914
---- Iteration:    1500   5914
---- Iteration:    2000   5914
---- Iteration:    2500   5914
---- Iteration:    3000   5914
---- Iteration:    3500   5914
---- Iteration:    4000   5914
---- Iteration:    4500   5914
Feasible solution found

