- Starting heuristic -
TSP  Iteration:       0   5184
---- Iteration:       0   5184
TSP  Iteration:       3   5045
TSP  Iteration:      11   4937
TSP  Iteration:      27   4842
TSP  Iteration:      30   4752
TSP  Iteration:      32   4706
TSP  Iteration:      33   4673
TSP  Iteration:      37   4609
TSP  Iteration:      38   4519
TSP  Iteration:      61   4333
TSP  Iteration:      67   4290
TSP  Iteration:     149   4265
TSP  Iteration:     378   4200
---- Iteration:     500   4200
---- Iteration:    1000   4200
---- Iteration:    1500   4200
---- Iteration:    2000   4200
---- Iteration:    2500   4200
---- Iteration:    3000   4200
---- Iteration:    3500   4200
---- Iteration:    4000   4200
---- Iteration:    4500   4200
---- Iteration:       0   4200
---- Iteration:     500   4200
---- Iteration:    1000   4200
---- Iteration:    1500   4200
---- Iteration:    2000   4200
---- Iteration:    2500   4200
---- Iteration:    3000   4200
---- Iteration:    3500   4200
---- Iteration:    4000   4200
---- Iteration:    4500   4200
Feasible solution found

