- Starting heuristic -
---- Iteration:       0 INFEAS
---- Iteration:     500 INFEAS
---- Iteration:    1000 INFEAS
---- Iteration:    1500 INFEAS
---- Iteration:    2000 INFEAS
---- Iteration:    2500 INFEAS
---- Iteration:    3000 INFEAS
---- Iteration:    3500 INFEAS
---- Iteration:    4000 INFEAS
---- Iteration:    4500 INFEAS
TSP  Iteration:       0   7402
---- Iteration:       0   7402
TSP  Iteration:      25   6194
TSP  Iteration:      28   6166
TSP  Iteration:      71   6160
---- Iteration:     500   6160
TSP  Iteration:     628   6127
TSP  Iteration:     676   6099
---- Iteration:    1000   6099
---- Iteration:    1500   6099
---- Iteration:    2000   6099
---- Iteration:    2500   6099
---- Iteration:    3000   6099
---- Iteration:    3500   6099
---- Iteration:    4000   6099
---- Iteration:    4500   6099
Feasible solution found

