- Starting heuristic -
TSP  Iteration:       0   9215
---- Iteration:       0   9215
TSP  Iteration:       2   8892
TSP  Iteration:       3   8683
TSP  Iteration:       7   8548
TSP  Iteration:      11   8174
TSP  Iteration:      33   8086
TSP  Iteration:      37   8064
TSP  Iteration:      38   7758
TSP  Iteration:      61   7632
TSP  Iteration:      67   7612
TSP  Iteration:      73   7592
TSP  Iteration:     149   7538
TSP  Iteration:     227   7323
TSP  Iteration:     267   7244
TSP  Iteration:     378   7163
---- Iteration:     500   7163
---- Iteration:    1000   7163
---- Iteration:    1500   7163
---- Iteration:    2000   7163
---- Iteration:    2500   7163
---- Iteration:    3000   7163
---- Iteration:    3500   7163
---- Iteration:    4000   7163
---- Iteration:    4500   7163
---- Iteration:       0   7163
---- Iteration:     500   7163
---- Iteration:    1000   7163
---- Iteration:    1500   7163
---- Iteration:    2000   7163
---- Iteration:    2500   7163
---- Iteration:    3000   7163
---- Iteration:    3500   7163
---- Iteration:    4000   7163
---- Iteration:    4500   7163
Feasible solution found

