- Starting heuristic -
---- Iteration:       0 INFEAS
---- Iteration:     500 INFEAS
---- Iteration:    1000 INFEAS
---- Iteration:    1500 INFEAS
---- Iteration:    2000 INFEAS
---- Iteration:    2500 INFEAS
---- Iteration:    3000 INFEAS
---- Iteration:    3500 INFEAS
---- Iteration:    4000 INFEAS
---- Iteration:    4500 INFEAS
---- Iteration:       0 INFEAS
---- Iteration:     500 INFEAS
TSP  Iteration:     628   6127
TSP  Iteration:     676   6099
---- Iteration:    1000   6099
---- Iteration:    1500   6099
---- Iteration:    2000   6099
---- Iteration:    2500   6099
---- Iteration:    3000   6099
---- Iteration:    3500   6099
---- Iteration:    4000   6099
---- Iteration:    4500   6099
Feasible solution found

