- Starting heuristic -
TSP  Iteration:       0   8693
---- Iteration:       0   8693
TSP  Iteration:       3   8602
TSP  Iteration:       7   8560
TSP  Iteration:      11   8216
TSP  Iteration:      27   8178
TSP  Iteration:      30   8002
TSP  Iteration:      32   7937
TSP  Iteration:      38   7554
TSP  Iteration:      61   7290
TSP  Iteration:      67   7211
TSP  Iteration:     149   7150
TSP  Iteration:     378   7023
---- Iteration:     500   7023
---- Iteration:    1000   7023
---- Iteration:    1500   7023
---- Iteration:    2000   7023
---- Iteration:    2500   7023
---- Iteration:    3000   7023
---- Iteration:    3500   7023
---- Iteration:    4000   7023
---- Iteration:    4500   7023
---- Iteration:       0   7023
---- Iteration:     500   7023
---- Iteration:    1000   7023
---- Iteration:    1500   7023
---- Iteration:    2000   7023
---- Iteration:    2500   7023
---- Iteration:    3000   7023
---- Iteration:    3500   7023
---- Iteration:    4000   7023
---- Iteration:    4500   7023
Feasible solution found

