- Starting heuristic -
TSP  Iteration:       0   1582
---- Iteration:       0   1582
TSP  Iteration:       1   1510
TSP  Iteration:       7   1496
TSP  Iteration:       8   1487
TSP  Iteration:      11   1480
TSP  Iteration:      15   1476
TSP  Iteration:      20   1469
TSP  Iteration:      66   1453
TSP  Iteration:     102   1437
---- Iteration:     500   1437
---- Iteration:       0   1437
TSP  Iteration:      23   1433
TSP  Iteration:      27   1432
TSP  Iteration:      63   1427
---- Iteration:     500   1427
Feasible solution found

